"measure","value","units","category","scenario","climset","period","strategy","value_hist","magchange"
"IronGate Mean Spill Days per year",141.2667,"days","Hydropower","CT","CMIP3",2070,"Add Flow
10%",NA,NA
"Freq of UKL Flood Control Release",42.174,"Percent of Days","Flood Control","CT","CMIP3",2070,"Add Flow
10%",44.1179,-1.9439
"Mean Ann UKL Flood Control Release Volume",359.1891,"KAF","Flood Control","CT","CMIP3",2070,"Add Flow
10%",224.4786,134.7105
"KenoReach Mean Ann Fishing Days",233.6333,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
10%",247.6667,-14.0334
"BoyleReach Mean Ann Fishing Days",152.7,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
10%",154.9,-2.20000000000002
"HellsCornerReach Mean Ann Fishing Days",244.9,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
10%",220.4333,24.4667
"IGScottReach Mean Ann Fishing Days",271.4,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
10%",274.7333,-3.33330000000001
"ScottSalmonReach Mean Ann Fishing Days",192.8,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
10%",183.9667,8.83330000000001
"SalmonTrinityReach Mean Ann Fishing Days",223.9,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
10%",213.9333,9.9667
"TrinityOceanReach Mean Ann Fishing Days",252.7,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
10%",252.9333,-0.233300000000014
"KenoReach Mean Ann Boating Days",174.2667,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
10%",171.8,2.46669999999997
"BoyleReach Mean Ann Boating Days",50.8,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
10%",59,-8.2
"HellsCornerReach Mean Ann Boating Days",176.9,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
10%",256,-79.1
"IGScottReach Mean Ann Boating Days",271.4,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
10%",274.7333,-3.33330000000001
"ScottSalmonReach Mean Ann Boating Days",243.6667,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
10%",249.2333,-5.56660000000002
"SalmonTrinityReach Mean Ann Boating Days",223.9,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
10%",213.9333,9.9667
"TrinityOceanReach Mean Ann Boating Days",252.7,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
10%",252.9333,-0.233300000000014
"Mean Percent Full Supply (Apr-Sep)",92.3264,"%","Water Delivery","CT","CMIP3",2070,"Add Flow
10%",NA,NA
"Mean Annual UKL Stg and Inflow",1397.6768,"KAF","Water Delivery","CT","CMIP3",2070,"Add Flow
10%",1377.9978,19.6789999999999
"Mean Annual Shasta Flow",196.5632,"cfs","Water Delivery","CT","CMIP3",2070,"Add Flow
10%",187.6871,8.87610000000001
"Mean Annual Scott Flow",755.673,"cfs","Water Delivery","CT","CMIP3",2070,"Add Flow
10%",668.7854,86.8876
"Mean Annual MWAT",80.7783,"degF","Water Quality","CT","CMIP3",2070,"Add Flow
10%",75.7443,5.03400000000001
"Mean exceedence of MWAT - Poor",17.0983,"degF","Water Quality","CT","CMIP3",2070,"Add Flow
10%",12.0643,5.034
"Frequency Meeting Dry Year Fish Targets Scott",69.3894,"% of Days","Ecological Resources","CT","CMIP3",2070,"Add Flow
20%",70.5029,-1.1135
"Frequency Meeting Dry Year Fish Targets Shasta",56.6578,"% of Days","Ecological Resources","CT","CMIP3",2070,"Add Flow
20%",56.8769,-0.219099999999997
"Mean Percent of Annual Refuge Demand",13.0675,"% of Years","Ecological Resources","CT","CMIP3",2070,"Add Flow
20%",NA,NA
"Mean Annual Hydropower Generated (MW)",25923.4083,"MW","Hydropower","CT","CMIP3",2070,"Add Flow
20%",26741.1142,-817.705900000001
"Boyle Mean Spill Volume per year",378.0733,"KAF","Hydropower","CT","CMIP3",2070,"Add Flow
20%",NA,NA
"Copco1 Mean Spill Volume per year",419.0979,"KAF","Hydropower","CT","CMIP3",2070,"Add Flow
20%",NA,NA
"Iron Gate Mean Spill Volume per year",754.2105,"KAF","Hydropower","CT","CMIP3",2070,"Add Flow
20%",NA,NA
"Boyle Mean Spill Days per year",205.9667,"days","Hydropower","CT","CMIP3",2070,"Add Flow
20%",NA,NA
"Copco1 Mean Spill Days per year",54.4333,"days","Hydropower","CT","CMIP3",2070,"Add Flow
20%",NA,NA
"IronGate Mean Spill Days per year",141.2667,"days","Hydropower","CT","CMIP3",2070,"Add Flow
20%",NA,NA
"Freq of UKL Flood Control Release",42.174,"Percent of Days","Flood Control","CT","CMIP3",2070,"Add Flow
20%",44.1179,-1.9439
"Mean Ann UKL Flood Control Release Volume",359.1891,"KAF","Flood Control","CT","CMIP3",2070,"Add Flow
20%",224.4786,134.7105
"KenoReach Mean Ann Fishing Days",233.6333,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
20%",247.6667,-14.0334
"BoyleReach Mean Ann Fishing Days",152.7,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
20%",154.9,-2.20000000000002
"HellsCornerReach Mean Ann Fishing Days",244.9,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
20%",220.4333,24.4667
"IGScottReach Mean Ann Fishing Days",271.4,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
20%",274.7333,-3.33330000000001
"ScottSalmonReach Mean Ann Fishing Days",192.8,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
20%",183.9667,8.83330000000001
"SalmonTrinityReach Mean Ann Fishing Days",223.9,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
20%",213.9333,9.9667
"TrinityOceanReach Mean Ann Fishing Days",252.7,"days","Recreation Fishing","CT","CMIP3",2070,"Add Flow
20%",252.9333,-0.233300000000014
"KenoReach Mean Ann Boating Days",174.2667,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
20%",171.8,2.46669999999997
"BoyleReach Mean Ann Boating Days",50.8,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
20%",59,-8.2
"HellsCornerReach Mean Ann Boating Days",176.9,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
20%",256,-79.1
"IGScottReach Mean Ann Boating Days",271.4,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
20%",274.7333,-3.33330000000001
"ScottSalmonReach Mean Ann Boating Days",243.6667,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
20%",249.2333,-5.56660000000002
"SalmonTrinityReach Mean Ann Boating Days",223.9,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
20%",213.9333,9.9667
"TrinityOceanReach Mean Ann Boating Days",252.7,"days","Recreation Boating","CT","CMIP3",2070,"Add Flow
20%",252.9333,-0.233300000000014
"Mean Percent Full Supply (Apr-Sep)",92.3264,"%","Water Delivery","CT","CMIP3",2070,"Add Flow
20%",NA,NA
"Mean Annual UKL Stg and Inflow",1397.6768,"KAF","Water Delivery","CT","CMIP3",2070,"Add Flow
20%",1377.9978,19.6789999999999
"Mean Annual Shasta Flow",196.5632,"cfs","Water Delivery","CT","CMIP3",2070,"Add Flow
20%",187.6871,8.87610000000001
"Mean Annual Scott Flow",755.673,"cfs","Water Delivery","CT","CMIP3",2070,"Add Flow
20%",668.7854,86.8876
"Mean Annual MWAT",80.4449,"degF","Water Quality","CT","CMIP3",2070,"Add Flow
20%",75.7443,4.70060000000001
"Mean exceedence of MWAT - Poor",16.7649,"degF","Water Quality","CT","CMIP3",2070,"Add Flow
20%",12.0643,4.7006
"Frequency Meeting Dry Year Fish Targets Scott",69.3894,"% of Days","Ecological Resources","CT","CMIP3",2070,"Reduce Tribs
4degC",70.5029,-1.1135
"Frequency Meeting Dry Year Fish Targets Shasta",56.6578,"% of Days","Ecological Resources","CT","CMIP3",2070,"Reduce Tribs
4degC",56.8769,-0.219099999999997
"Mean Percent of Annual Refuge Demand",13.0675,"% of Years","Ecological Resources","CT","CMIP3",2070,"Reduce Tribs
4degC",NA,NA
"Mean Annual Hydropower Generated (MW)",25923.4083,"MW","Hydropower","CT","CMIP3",2070,"Reduce Tribs
4degC",26741.1142,-817.705900000001
"Boyle Mean Spill Volume per year",378.0733,"KAF","Hydropower","CT","CMIP3",2070,"Reduce Tribs
4degC",NA,NA
"Copco1 Mean Spill Volume per year",419.0979,"KAF","Hydropower","CT","CMIP3",2070,"Reduce Tribs
4degC",NA,NA
"Iron Gate Mean Spill Volume per year",754.2105,"KAF","Hydropower","CT","CMIP3",2070,"Reduce Tribs
4degC",NA,NA
"Boyle Mean Spill Days per year",205.9667,"days","Hydropower","CT","CMIP3",2070,"Reduce Tribs
4degC",NA,NA
"Copco1 Mean Spill Days per year",54.4333,"days","Hydropower","CT","CMIP3",2070,"Reduce Tribs
4degC",NA,NA
"IronGate Mean Spill Days per year",141.2667,"days","Hydropower","CT","CMIP3",2070,"Reduce Tribs
4degC",NA,NA
"Freq of UKL Flood Control Release",42.174,"Percent of Days","Flood Control","CT","CMIP3",2070,"Reduce Tribs
4degC",44.1179,-1.9439
"Mean Ann UKL Flood Control Release Volume",359.1891,"KAF","Flood Control","CT","CMIP3",2070,"Reduce Tribs
4degC",224.4786,134.7105
"KenoReach Mean Ann Fishing Days",233.6333,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Tribs
4degC",247.6667,-14.0334
"BoyleReach Mean Ann Fishing Days",152.7,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Tribs
4degC",154.9,-2.20000000000002
"HellsCornerReach Mean Ann Fishing Days",244.9,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Tribs
4degC",220.4333,24.4667
"IGScottReach Mean Ann Fishing Days",271.4,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Tribs
4degC",274.7333,-3.33330000000001
"ScottSalmonReach Mean Ann Fishing Days",192.8,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Tribs
4degC",183.9667,8.83330000000001
"SalmonTrinityReach Mean Ann Fishing Days",223.9,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Tribs
4degC",213.9333,9.9667
"TrinityOceanReach Mean Ann Fishing Days",252.7,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Tribs
4degC",252.9333,-0.233300000000014
"KenoReach Mean Ann Boating Days",174.2667,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Tribs
4degC",171.8,2.46669999999997
"BoyleReach Mean Ann Boating Days",50.8,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Tribs
4degC",59,-8.2
"HellsCornerReach Mean Ann Boating Days",176.9,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Tribs
4degC",256,-79.1
"IGScottReach Mean Ann Boating Days",271.4,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Tribs
4degC",274.7333,-3.33330000000001
"ScottSalmonReach Mean Ann Boating Days",243.6667,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Tribs
4degC",249.2333,-5.56660000000002
"SalmonTrinityReach Mean Ann Boating Days",223.9,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Tribs
4degC",213.9333,9.9667
"TrinityOceanReach Mean Ann Boating Days",252.7,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Tribs
4degC",252.9333,-0.233300000000014
"Mean Percent Full Supply (Apr-Sep)",92.3264,"%","Water Delivery","CT","CMIP3",2070,"Reduce Tribs
4degC",NA,NA
"Mean Annual UKL Stg and Inflow",1397.6768,"KAF","Water Delivery","CT","CMIP3",2070,"Reduce Tribs
4degC",1377.9978,19.6789999999999
"Mean Annual Shasta Flow",196.5632,"cfs","Water Delivery","CT","CMIP3",2070,"Reduce Tribs
4degC",187.6871,8.87610000000001
"Mean Annual Scott Flow",755.673,"cfs","Water Delivery","CT","CMIP3",2070,"Reduce Tribs
4degC",668.7854,86.8876
"Mean Annual MWAT",77.7303,"degF","Water Quality","CT","CMIP3",2070,"Reduce Tribs
4degC",75.7443,1.986
"Mean exceedence of MWAT - Poor",14.0503,"degF","Water Quality","CT","CMIP3",2070,"Reduce Tribs
4degC",12.0643,1.986
"Frequency Meeting Dry Year Fish Targets Scott",69.3894,"% of Days","Ecological Resources","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",70.5029,-1.1135
"Frequency Meeting Dry Year Fish Targets Shasta",56.6578,"% of Days","Ecological Resources","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",56.8769,-0.219099999999997
"Mean Percent of Annual Refuge Demand",13.0675,"% of Years","Ecological Resources","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Mean Annual Hydropower Generated (MW)",25923.4083,"MW","Hydropower","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",26741.1142,-817.705900000001
"Boyle Mean Spill Volume per year",378.0733,"KAF","Hydropower","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Copco1 Mean Spill Volume per year",419.0979,"KAF","Hydropower","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Iron Gate Mean Spill Volume per year",754.2105,"KAF","Hydropower","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Boyle Mean Spill Days per year",205.9667,"days","Hydropower","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Copco1 Mean Spill Days per year",54.4333,"days","Hydropower","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"IronGate Mean Spill Days per year",141.2667,"days","Hydropower","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Freq of UKL Flood Control Release",42.174,"Percent of Days","Flood Control","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",44.1179,-1.9439
"Mean Ann UKL Flood Control Release Volume",359.1891,"KAF","Flood Control","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",224.4786,134.7105
"KenoReach Mean Ann Fishing Days",233.6333,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",247.6667,-14.0334
"BoyleReach Mean Ann Fishing Days",152.7,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",154.9,-2.20000000000002
"HellsCornerReach Mean Ann Fishing Days",244.9,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",220.4333,24.4667
"IGScottReach Mean Ann Fishing Days",271.4,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",274.7333,-3.33330000000001
"ScottSalmonReach Mean Ann Fishing Days",192.8,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",183.9667,8.83330000000001
"SalmonTrinityReach Mean Ann Fishing Days",223.9,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",213.9333,9.9667
"TrinityOceanReach Mean Ann Fishing Days",252.7,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",252.9333,-0.233300000000014
"KenoReach Mean Ann Boating Days",174.2667,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",171.8,2.46669999999997
"BoyleReach Mean Ann Boating Days",50.8,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",59,-8.2
"HellsCornerReach Mean Ann Boating Days",176.9,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",256,-79.1
"IGScottReach Mean Ann Boating Days",271.4,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",274.7333,-3.33330000000001
"ScottSalmonReach Mean Ann Boating Days",243.6667,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",249.2333,-5.56660000000002
"SalmonTrinityReach Mean Ann Boating Days",223.9,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",213.9333,9.9667
"TrinityOceanReach Mean Ann Boating Days",252.7,"days","Recreation Boating","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",252.9333,-0.233300000000014
"Mean Percent Full Supply (Apr-Sep)",92.3264,"%","Water Delivery","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",NA,NA
"Mean Annual UKL Stg and Inflow",1397.6768,"KAF","Water Delivery","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",1377.9978,19.6789999999999
"Mean Annual Shasta Flow",196.5632,"cfs","Water Delivery","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",187.6871,8.87610000000001
"Mean Annual Scott Flow",755.673,"cfs","Water Delivery","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",668.7854,86.8876
"Mean Annual MWAT",78.1837,"degF","Water Quality","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",75.7443,2.43940000000001
"Mean exceedence of MWAT - Poor",14.5037,"degF","Water Quality","CT","CMIP3",2070,"Reduce Dam
Outflow
4degC",12.0643,2.4394
"Frequency Meeting Dry Year Fish Targets Scott",69.718,"% of Days","Ecological Resources","CT","CMIP5",2030,"Baseline",70.5029,-0.784899999999993
"Frequency Meeting Dry Year Fish Targets Shasta",56.0829,"% of Days","Ecological Resources","CT","CMIP5",2030,"Baseline",56.8769,-0.793999999999997
"Mean Annual Water Delivery to LKNWR",14.0619,"KAF","Ecological Resources","CT","CMIP5",2030,"Baseline",24.6143,-10.5524
"Mean Annual Hydropower Generated (MW)",25991.6784,"MW","Hydropower","CT","CMIP5",2030,"Baseline",26741.1142,-749.435799999999
"Boyle Mean Spill Volume per Year",321.0458,"KAF","Hydropower","CT","CMIP5",2030,"Baseline",163.0602,157.9856
"Copco1 Mean Spill Volume per Year",351.3173,"KAF","Hydropower","CT","CMIP5",2030,"Baseline",186.3791,164.9382
"Iron Gate Mean Spill Volume per Year",685.8091,"KAF","Hydropower","CT","CMIP5",2030,"Baseline",533.8601,151.949
"Boyle Mean Spill Days per Year",192.9,"days","Hydropower","CT","CMIP5",2030,"Baseline",105.9,87
"Copco1 Mean Spill Days per Year",51.7,"days","Hydropower","CT","CMIP5",2030,"Baseline",42.8,8.90000000000001
"Iron Gate Mean Spill Days per Year",135.7333,"days","Hydropower","CT","CMIP5",2030,"Baseline",170.3333,-34.6
"Freq of UKL Flood Control Release",41.9093,"Percent of Days","Flood Control","CT","CMIP5",2030,"Baseline",44.1179,-2.2086
"Mean Ann UKL Flood Control Release Volume",298.7926,"KAF","Flood Control","CT","CMIP5",2030,"Baseline",224.4786,74.314
"KenoReach Mean Ann Fishing Days",239.0333,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",247.6667,-8.63339999999999
"BoyleReach Mean Ann Fishing Days",144.3,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",154.9,-10.6
"HellsCornerReach Mean Ann Fishing Days",249.3667,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",220.4333,28.9334
"IGScottReach Mean Ann Fishing Days",274.9,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",274.7333,0.166699999999992
"ScottSalmonReach Mean Ann Fishing Days",192.4,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",183.9667,8.4333
"SalmonTrinityReach Mean Ann Fishing Days",222.4333,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",213.9333,8.5
"TrinityOceanReach Mean Ann Fishing Days",255.8,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",252.9333,2.86670000000001
"KenoReach Mean Ann Boating Days",183.4667,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",171.8,11.6667
"BoyleReach Mean Ann Boating Days",55.6333,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",59,-3.3667
"HellsCornerReach Mean Ann Boating Days",199.3,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",256,-56.7
"IGScottReach Mean Ann Boating Days",274.9,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",274.7333,0.166699999999992
"ScottSalmonReach Mean Ann Boating Days",249.8667,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",249.2333,0.633399999999995
"SalmonTrinityReach Mean Ann Boating Days",222.4333,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",213.9333,8.5
"TrinityOceanReach Mean Ann Boating Days",255.8,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",252.9333,2.86670000000001
"Mean Project Supply (Apr-Sep)",359.0016,"KAF","Water Delivery","CT","CMIP5",2030,"Baseline",361.3104,-2.30880000000002
"Mean Annual UKL Stg and Inflow",1407.597,"KAF","Water Delivery","CT","CMIP5",2030,"Baseline",1377.9978,29.5991999999999
"Mean Annual Shasta Flow",195.5116,"cfs","Water Delivery","CT","CMIP5",2030,"Baseline",187.6871,7.8245
"Mean Annual Scott Flow",738.8394,"cfs","Water Delivery","CT","CMIP5",2030,"Baseline",668.7854,70.054
"Mean Annual MWAT",79.7917,"degF","Water Quality","CT","CMIP5",2030,"Baseline",75.7443,4.04740000000001
"Mean exceedence of MWAT - Poor",16.1117,"degF","Water Quality","CT","CMIP5",2030,"Baseline",12.0643,4.0474
"Frequency Meeting Dry Year Fish Targets Scott",69.718,"% of Days","Ecological Resources","CT","CMIP5",2030,"Add Flow
10%",70.5029,-0.784899999999993
"Frequency Meeting Dry Year Fish Targets Shasta",56.0829,"% of Days","Ecological Resources","CT","CMIP5",2030,"Add Flow
10%",56.8769,-0.793999999999997
"Mean Percent of Annual Refuge Demand",14.74,"% of Years","Ecological Resources","CT","CMIP5",2030,"Add Flow
10%",NA,NA
"Mean Annual Hydropower Generated (MW)",25991.6784,"MW","Hydropower","CT","CMIP5",2030,"Add Flow
10%",26741.1142,-749.435799999999
"Boyle Mean Spill Volume per year",321.0458,"KAF","Hydropower","CT","CMIP5",2030,"Add Flow
10%",NA,NA
"Copco1 Mean Spill Volume per year",351.3173,"KAF","Hydropower","CT","CMIP5",2030,"Add Flow
10%",NA,NA
"Iron Gate Mean Spill Volume per year",685.8091,"KAF","Hydropower","CT","CMIP5",2030,"Add Flow
10%",NA,NA
"Boyle Mean Spill Days per year",192.9,"days","Hydropower","CT","CMIP5",2030,"Add Flow
10%",NA,NA
"Copco1 Mean Spill Days per year",51.7,"days","Hydropower","CT","CMIP5",2030,"Add Flow
10%",NA,NA
"IronGate Mean Spill Days per year",135.7333,"days","Hydropower","CT","CMIP5",2030,"Add Flow
10%",NA,NA
"Freq of UKL Flood Control Release",41.9093,"Percent of Days","Flood Control","CT","CMIP5",2030,"Add Flow
10%",44.1179,-2.2086
"Mean Ann UKL Flood Control Release Volume",298.7926,"KAF","Flood Control","CT","CMIP5",2030,"Add Flow
10%",224.4786,74.314
