"measure","value","units","category","scenario","climset","period","strategy","value_hist","magchange"
"ScottSalmonReach Mean Ann Boating Days",255.8,"days","Recreation Boating","WD","CMIP5",2070,"Reduce ET 30%",249.2333,6.5667
"SalmonTrinityReach Mean Ann Boating Days",237.9,"days","Recreation Boating","WD","CMIP5",2070,"Reduce ET 30%",213.9333,23.9667
"TrinityOceanReach Mean Ann Boating Days",265.6333,"days","Recreation Boating","WD","CMIP5",2070,"Reduce ET 30%",252.9333,12.7
"Mean Project Supply (Apr-Sep)",349.6375,"KAF","Water Delivery","WD","CMIP5",2070,"Reduce ET 30%",361.3104,-11.6729
"Mean Annual UKL Stg and Inflow",1317.4683,"KAF","Water Delivery","WD","CMIP5",2070,"Reduce ET 30%",1377.9978,-60.5295000000001
"Mean Annual Shasta Flow",177.4162,"cfs","Water Delivery","WD","CMIP5",2070,"Reduce ET 30%",187.6871,-10.2709
"Mean Annual Scott Flow",619.8416,"cfs","Water Delivery","WD","CMIP5",2070,"Reduce ET 30%",668.7854,-48.9438
"Mean Annual MWAT",79.8414,"degF","Water Quality","WD","CMIP5",2070,"Reduce ET 30%",75.7443,4.0971
"Mean exceedence of MWAT - Poor",16.1614,"degF","Water Quality","WD","CMIP5",2070,"Reduce ET 30%",12.0643,4.0971
"Frequency Meeting Dry Year Fish Targets Scott",65.7114,"% of Days","Ecological Resources","WD","CMIP5",2070,"Reduce ET 50%",70.5029,-4.7915
"Frequency Meeting Dry Year Fish Targets Shasta",51.8938,"% of Days","Ecological Resources","WD","CMIP5",2070,"Reduce ET 50%",56.8769,-4.9831
"Mean Annual Water Delivery to LKNWR",18.3202,"KAF","Ecological Resources","WD","CMIP5",2070,"Reduce ET 50%",24.6143,-6.2941
"Mean Annual Hydropower Generated (MW)",24628.6562,"MW","Hydropower","WD","CMIP5",2070,"Reduce ET 50%",26741.1142,-2112.458
"Boyle Mean Spill Volume per Year",221.383,"KAF","Hydropower","WD","CMIP5",2070,"Reduce ET 50%",163.0602,58.3228
"Copco1 Mean Spill Volume per Year",235.6685,"KAF","Hydropower","WD","CMIP5",2070,"Reduce ET 50%",186.3791,49.2894
"Iron Gate Mean Spill Volume per Year",523.1832,"KAF","Hydropower","WD","CMIP5",2070,"Reduce ET 50%",533.8601,-10.6768999999999
"Boyle Mean Spill Days per Year",168.0333,"days","Hydropower","WD","CMIP5",2070,"Reduce ET 50%",105.9,62.1333
"Copco1 Mean Spill Days per Year",44.3333,"days","Hydropower","WD","CMIP5",2070,"Reduce ET 50%",42.8,1.5333
"Iron Gate Mean Spill Days per Year",125,"days","Hydropower","WD","CMIP5",2070,"Reduce ET 50%",170.3333,-45.3333
"Freq of UKL Flood Control Release",39.2626,"Percent of Days","Flood Control","WD","CMIP5",2070,"Reduce ET 50%",44.1179,-4.8553
"Mean Ann UKL Flood Control Release Volume",255.3283,"KAF","Flood Control","WD","CMIP5",2070,"Reduce ET 50%",224.4786,30.8497
"KenoReach Mean Ann Fishing Days",256.5333,"days","Recreation Fishing","WD","CMIP5",2070,"Reduce ET 50%",247.6667,8.86660000000001
"BoyleReach Mean Ann Fishing Days",173.5667,"days","Recreation Fishing","WD","CMIP5",2070,"Reduce ET 50%",154.9,18.6667
"HellsCornerReach Mean Ann Fishing Days",264.3,"days","Recreation Fishing","WD","CMIP5",2070,"Reduce ET 50%",220.4333,43.8667
"IGScottReach Mean Ann Fishing Days",284.1,"days","Recreation Fishing","WD","CMIP5",2070,"Reduce ET 50%",274.7333,9.36670000000004
"ScottSalmonReach Mean Ann Fishing Days",200.7,"days","Recreation Fishing","WD","CMIP5",2070,"Reduce ET 50%",183.9667,16.7333
"SalmonTrinityReach Mean Ann Fishing Days",237.7,"days","Recreation Fishing","WD","CMIP5",2070,"Reduce ET 50%",213.9333,23.7667
"TrinityOceanReach Mean Ann Fishing Days",265.5333,"days","Recreation Fishing","WD","CMIP5",2070,"Reduce ET 50%",252.9333,12.6
"KenoReach Mean Ann Boating Days",161.2,"days","Recreation Boating","WD","CMIP5",2070,"Reduce ET 50%",171.8,-10.6
"BoyleReach Mean Ann Boating Days",52.5,"days","Recreation Boating","WD","CMIP5",2070,"Reduce ET 50%",59,-6.5
"HellsCornerReach Mean Ann Boating Days",190.8333,"days","Recreation Boating","WD","CMIP5",2070,"Reduce ET 50%",256,-65.1667
"IGScottReach Mean Ann Boating Days",284.1,"days","Recreation Boating","WD","CMIP5",2070,"Reduce ET 50%",274.7333,9.36670000000004
"ScottSalmonReach Mean Ann Boating Days",255.9333,"days","Recreation Boating","WD","CMIP5",2070,"Reduce ET 50%",249.2333,6.69999999999999
"SalmonTrinityReach Mean Ann Boating Days",237.7,"days","Recreation Boating","WD","CMIP5",2070,"Reduce ET 50%",213.9333,23.7667
"TrinityOceanReach Mean Ann Boating Days",265.5333,"days","Recreation Boating","WD","CMIP5",2070,"Reduce ET 50%",252.9333,12.6
"Mean Project Supply (Apr-Sep)",350.3477,"KAF","Water Delivery","WD","CMIP5",2070,"Reduce ET 50%",361.3104,-10.9627
"Mean Annual UKL Stg and Inflow",1321.0846,"KAF","Water Delivery","WD","CMIP5",2070,"Reduce ET 50%",1377.9978,-56.9132000000002
"Mean Annual Shasta Flow",177.8528,"cfs","Water Delivery","WD","CMIP5",2070,"Reduce ET 50%",187.6871,-9.83429999999998
"Mean Annual Scott Flow",620.8246,"cfs","Water Delivery","WD","CMIP5",2070,"Reduce ET 50%",668.7854,-47.9607999999999
"Mean Annual MWAT",79.8466,"degF","Water Quality","WD","CMIP5",2070,"Reduce ET 50%",75.7443,4.1023
"Mean exceedence of MWAT - Poor",16.1666,"degF","Water Quality","WD","CMIP5",2070,"Reduce ET 50%",12.0643,4.1023
"Frequency Meeting Dry Year Fish Targets Scott",66.834,"% of Days","Ecological Resources","WD","CMIP5",2070,"Add 30KAF",70.5029,-3.66889999999999
"Frequency Meeting Dry Year Fish Targets Shasta",53.5822,"% of Days","Ecological Resources","WD","CMIP5",2070,"Add 30KAF",56.8769,-3.2947
"Mean Annual Water Delivery to LKNWR",16.6589,"KAF","Ecological Resources","WD","CMIP5",2070,"Add 30KAF",24.6143,-7.9554
"Mean Annual Hydropower Generated (MW)",24859.318,"MW","Hydropower","WD","CMIP5",2070,"Add 30KAF",26741.1142,-1881.7962
"Boyle Mean Spill Volume per Year",226.813,"KAF","Hydropower","WD","CMIP5",2070,"Add 30KAF",163.0602,63.7528
"Copco1 Mean Spill Volume per Year",242.2517,"KAF","Hydropower","WD","CMIP5",2070,"Add 30KAF",186.3791,55.8726
"Iron Gate Mean Spill Volume per Year",535.7542,"KAF","Hydropower","WD","CMIP5",2070,"Add 30KAF",533.8601,1.89409999999998
"Boyle Mean Spill Days per Year",169,"days","Hydropower","WD","CMIP5",2070,"Add 30KAF",105.9,63.1
"Copco1 Mean Spill Days per Year",45.8,"days","Hydropower","WD","CMIP5",2070,"Add 30KAF",42.8,3
"Iron Gate Mean Spill Days per Year",127.1667,"days","Hydropower","WD","CMIP5",2070,"Add 30KAF",170.3333,-43.1666
"Freq of UKL Flood Control Release",41.5168,"Percent of Days","Flood Control","WD","CMIP5",2070,"Add 30KAF",44.1179,-2.6011
"Mean Ann UKL Flood Control Release Volume",262.1281,"KAF","Flood Control","WD","CMIP5",2070,"Add 30KAF",224.4786,37.6495
"KenoReach Mean Ann Fishing Days",253.3667,"days","Recreation Fishing","WD","CMIP5",2070,"Add 30KAF",247.6667,5.70000000000002
"BoyleReach Mean Ann Fishing Days",171.6333,"days","Recreation Fishing","WD","CMIP5",2070,"Add 30KAF",154.9,16.7333
"HellsCornerReach Mean Ann Fishing Days",261.5,"days","Recreation Fishing","WD","CMIP5",2070,"Add 30KAF",220.4333,41.0667
"IGScottReach Mean Ann Fishing Days",284,"days","Recreation Fishing","WD","CMIP5",2070,"Add 30KAF",274.7333,9.26670000000001
"ScottSalmonReach Mean Ann Fishing Days",200.7333,"days","Recreation Fishing","WD","CMIP5",2070,"Add 30KAF",183.9667,16.7666
"SalmonTrinityReach Mean Ann Fishing Days",237.4333,"days","Recreation Fishing","WD","CMIP5",2070,"Add 30KAF",213.9333,23.5
"TrinityOceanReach Mean Ann Fishing Days",265.5333,"days","Recreation Fishing","WD","CMIP5",2070,"Add 30KAF",252.9333,12.6
"KenoReach Mean Ann Boating Days",162.2667,"days","Recreation Boating","WD","CMIP5",2070,"Add 30KAF",171.8,-9.53330000000003
"BoyleReach Mean Ann Boating Days",53.3333,"days","Recreation Boating","WD","CMIP5",2070,"Add 30KAF",59,-5.6667
"HellsCornerReach Mean Ann Boating Days",192.0333,"days","Recreation Boating","WD","CMIP5",2070,"Add 30KAF",256,-63.9667
"IGScottReach Mean Ann Boating Days",284,"days","Recreation Boating","WD","CMIP5",2070,"Add 30KAF",274.7333,9.26670000000001
"ScottSalmonReach Mean Ann Boating Days",255.5,"days","Recreation Boating","WD","CMIP5",2070,"Add 30KAF",249.2333,6.26669999999999
"SalmonTrinityReach Mean Ann Boating Days",237.4333,"days","Recreation Boating","WD","CMIP5",2070,"Add 30KAF",213.9333,23.5
"TrinityOceanReach Mean Ann Boating Days",265.5333,"days","Recreation Boating","WD","CMIP5",2070,"Add 30KAF",252.9333,12.6
"Mean Project Supply (Apr-Sep)",353.9781,"KAF","Water Delivery","WD","CMIP5",2070,"Add 30KAF",361.3104,-7.33230000000003
"Mean Annual UKL Stg and Inflow",1334.6663,"KAF","Water Delivery","WD","CMIP5",2070,"Add 30KAF",1377.9978,-43.3315
"Mean Annual Shasta Flow",177.0495,"cfs","Water Delivery","WD","CMIP5",2070,"Add 30KAF",187.6871,-10.6376
"Mean Annual Scott Flow",618.6662,"cfs","Water Delivery","WD","CMIP5",2070,"Add 30KAF",668.7854,-50.1192
"Mean Annual MWAT",79.8457,"degF","Water Quality","WD","CMIP5",2070,"Add 30KAF",75.7443,4.1014
"Mean exceedence of MWAT - Poor",16.1657,"degF","Water Quality","WD","CMIP5",2070,"Add 30KAF",12.0643,4.1014
"Frequency Meeting Dry Year Fish Targets Scott",73.9801,"% of Days","Ecological Resources","WW","CMIP3",2030,"Baseline",70.5029,3.4772
"Frequency Meeting Dry Year Fish Targets Shasta",61.0112,"% of Days","Ecological Resources","WW","CMIP3",2030,"Baseline",56.8769,4.1343
"Mean Annual Water Delivery to LKNWR",17.8769,"KAF","Ecological Resources","WW","CMIP3",2030,"Baseline",24.6143,-6.7374
"Mean Annual Hydropower Generated (MW)",27715.0688,"MW","Hydropower","WW","CMIP3",2030,"Baseline",26741.1142,973.954600000001
"Boyle Mean Spill Volume per Year",314.4029,"KAF","Hydropower","WW","CMIP3",2030,"Baseline",163.0602,151.3427
"Copco1 Mean Spill Volume per Year",342.3819,"KAF","Hydropower","WW","CMIP3",2030,"Baseline",186.3791,156.0028
"Iron Gate Mean Spill Volume per Year",711.7701,"KAF","Hydropower","WW","CMIP3",2030,"Baseline",533.8601,177.91
"Boyle Mean Spill Days per Year",195.7,"days","Hydropower","WW","CMIP3",2030,"Baseline",105.9,89.8
"Copco1 Mean Spill Days per Year",57.3,"days","Hydropower","WW","CMIP3",2030,"Baseline",42.8,14.5
"Iron Gate Mean Spill Days per Year",155.7,"days","Hydropower","WW","CMIP3",2030,"Baseline",170.3333,-14.6333
"Freq of UKL Flood Control Release",45.5508,"Percent of Days","Flood Control","WW","CMIP3",2030,"Baseline",44.1179,1.4329
"Mean Ann UKL Flood Control Release Volume",317.8676,"KAF","Flood Control","WW","CMIP3",2030,"Baseline",224.4786,93.389
"KenoReach Mean Ann Fishing Days",228.2,"days","Recreation Fishing","WW","CMIP3",2030,"Baseline",247.6667,-19.4667
"BoyleReach Mean Ann Fishing Days",124.5667,"days","Recreation Fishing","WW","CMIP3",2030,"Baseline",154.9,-30.3333
"HellsCornerReach Mean Ann Fishing Days",236,"days","Recreation Fishing","WW","CMIP3",2030,"Baseline",220.4333,15.5667
"IGScottReach Mean Ann Fishing Days",268.6667,"days","Recreation Fishing","WW","CMIP3",2030,"Baseline",274.7333,-6.06659999999999
"ScottSalmonReach Mean Ann Fishing Days",173.6,"days","Recreation Fishing","WW","CMIP3",2030,"Baseline",183.9667,-10.3667
"SalmonTrinityReach Mean Ann Fishing Days",199.6667,"days","Recreation Fishing","WW","CMIP3",2030,"Baseline",213.9333,-14.2666
"TrinityOceanReach Mean Ann Fishing Days",232.8667,"days","Recreation Fishing","WW","CMIP3",2030,"Baseline",252.9333,-20.0666
"KenoReach Mean Ann Boating Days",205.2333,"days","Recreation Boating","WW","CMIP3",2030,"Baseline",171.8,33.4333
"BoyleReach Mean Ann Boating Days",67.4,"days","Recreation Boating","WW","CMIP3",2030,"Baseline",59,8.40000000000001
"HellsCornerReach Mean Ann Boating Days",224.4667,"days","Recreation Boating","WW","CMIP3",2030,"Baseline",256,-31.5333
"IGScottReach Mean Ann Boating Days",268.6667,"days","Recreation Boating","WW","CMIP3",2030,"Baseline",274.7333,-6.06659999999999
"ScottSalmonReach Mean Ann Boating Days",231.8333,"days","Recreation Boating","WW","CMIP3",2030,"Baseline",249.2333,-17.4
"SalmonTrinityReach Mean Ann Boating Days",199.6667,"days","Recreation Boating","WW","CMIP3",2030,"Baseline",213.9333,-14.2666
"TrinityOceanReach Mean Ann Boating Days",232.8667,"days","Recreation Boating","WW","CMIP3",2030,"Baseline",252.9333,-20.0666
"Mean Project Supply (Apr-Sep)",369.2528,"KAF","Water Delivery","WW","CMIP3",2030,"Baseline",361.3104,7.94239999999996
"Mean Annual UKL Stg and Inflow",1478.3166,"KAF","Water Delivery","WW","CMIP3",2030,"Baseline",1377.9978,100.3188
"Mean Annual Shasta Flow",217.7961,"cfs","Water Delivery","WW","CMIP3",2030,"Baseline",187.6871,30.109
"Mean Annual Scott Flow",842.3987,"cfs","Water Delivery","WW","CMIP3",2030,"Baseline",668.7854,173.6133
"Mean Annual MWAT",78.4477,"degF","Water Quality","WW","CMIP3",2030,"Baseline",75.7443,2.7034
"Mean exceedence of MWAT - Poor",14.7677,"degF","Water Quality","WW","CMIP3",2030,"Baseline",12.0643,2.7034
"Frequency Meeting Dry Year Fish Targets Scott",73.3595,"% of Days","Ecological Resources","WW","CMIP3",2030,"Reduce ET 30%",70.5029,2.8566
"Frequency Meeting Dry Year Fish Targets Shasta",60.3724,"% of Days","Ecological Resources","WW","CMIP3",2030,"Reduce ET 30%",56.8769,3.4955
"Mean Annual Water Delivery to LKNWR",19.1964,"KAF","Ecological Resources","WW","CMIP3",2030,"Reduce ET 30%",24.6143,-5.4179
"Mean Annual Hydropower Generated (MW)",27746.6651,"MW","Hydropower","WW","CMIP3",2030,"Reduce ET 30%",26741.1142,1005.5509
"Boyle Mean Spill Volume per Year",315.5551,"KAF","Hydropower","WW","CMIP3",2030,"Reduce ET 30%",163.0602,152.4949
"Copco1 Mean Spill Volume per Year",343.6325,"KAF","Hydropower","WW","CMIP3",2030,"Reduce ET 30%",186.3791,157.2534
"Iron Gate Mean Spill Volume per Year",713.6855,"KAF","Hydropower","WW","CMIP3",2030,"Reduce ET 30%",533.8601,179.8254
"Boyle Mean Spill Days per Year",195.7,"days","Hydropower","WW","CMIP3",2030,"Reduce ET 30%",105.9,89.8
"Copco1 Mean Spill Days per Year",57.5,"days","Hydropower","WW","CMIP3",2030,"Reduce ET 30%",42.8,14.7
"Iron Gate Mean Spill Days per Year",156.2333,"days","Hydropower","WW","CMIP3",2030,"Reduce ET 30%",170.3333,-14.1
"Freq of UKL Flood Control Release",44.4556,"Percent of Days","Flood Control","WW","CMIP3",2030,"Reduce ET 30%",44.1179,0.337699999999998
"Mean Ann UKL Flood Control Release Volume",318.0576,"KAF","Flood Control","WW","CMIP3",2030,"Reduce ET 30%",224.4786,93.579
"KenoReach Mean Ann Fishing Days",227.9333,"days","Recreation Fishing","WW","CMIP3",2030,"Reduce ET 30%",247.6667,-19.7334
"BoyleReach Mean Ann Fishing Days",124.2667,"days","Recreation Fishing","WW","CMIP3",2030,"Reduce ET 30%",154.9,-30.6333
"HellsCornerReach Mean Ann Fishing Days",235.7667,"days","Recreation Fishing","WW","CMIP3",2030,"Reduce ET 30%",220.4333,15.3334
"IGScottReach Mean Ann Fishing Days",268.7333,"days","Recreation Fishing","WW","CMIP3",2030,"Reduce ET 30%",274.7333,-6
"ScottSalmonReach Mean Ann Fishing Days",173.4667,"days","Recreation Fishing","WW","CMIP3",2030,"Reduce ET 30%",183.9667,-10.5
"SalmonTrinityReach Mean Ann Fishing Days",199.4333,"days","Recreation Fishing","WW","CMIP3",2030,"Reduce ET 30%",213.9333,-14.5
"TrinityOceanReach Mean Ann Fishing Days",232.8667,"days","Recreation Fishing","WW","CMIP3",2030,"Reduce ET 30%",252.9333,-20.0666
"KenoReach Mean Ann Boating Days",205.3667,"days","Recreation Boating","WW","CMIP3",2030,"Reduce ET 30%",171.8,33.5667
"BoyleReach Mean Ann Boating Days",67.7,"days","Recreation Boating","WW","CMIP3",2030,"Reduce ET 30%",59,8.7
"HellsCornerReach Mean Ann Boating Days",225.0333,"days","Recreation Boating","WW","CMIP3",2030,"Reduce ET 30%",256,-30.9667
"IGScottReach Mean Ann Boating Days",268.7333,"days","Recreation Boating","WW","CMIP3",2030,"Reduce ET 30%",274.7333,-6
"ScottSalmonReach Mean Ann Boating Days",231.6667,"days","Recreation Boating","WW","CMIP3",2030,"Reduce ET 30%",249.2333,-17.5666
"SalmonTrinityReach Mean Ann Boating Days",199.4333,"days","Recreation Boating","WW","CMIP3",2030,"Reduce ET 30%",213.9333,-14.5
"TrinityOceanReach Mean Ann Boating Days",232.8667,"days","Recreation Boating","WW","CMIP3",2030,"Reduce ET 30%",252.9333,-20.0666
"Mean Project Supply (Apr-Sep)",369.6506,"KAF","Water Delivery","WW","CMIP3",2030,"Reduce ET 30%",361.3104,8.34019999999998
"Mean Annual UKL Stg and Inflow",1481.3147,"KAF","Water Delivery","WW","CMIP3",2030,"Reduce ET 30%",1377.9978,103.3169
"Mean Annual Shasta Flow",217.7904,"cfs","Water Delivery","WW","CMIP3",2030,"Reduce ET 30%",187.6871,30.1033
"Mean Annual Scott Flow",843.3326,"cfs","Water Delivery","WW","CMIP3",2030,"Reduce ET 30%",668.7854,174.5472
"Mean Annual MWAT",78.4477,"degF","Water Quality","WW","CMIP3",2030,"Reduce ET 30%",75.7443,2.7034
"Mean exceedence of MWAT - Poor",14.7677,"degF","Water Quality","WW","CMIP3",2030,"Reduce ET 30%",12.0643,2.7034
"Frequency Meeting Dry Year Fish Targets Scott",72.9671,"% of Days","Ecological Resources","WW","CMIP3",2030,"Reduce ET 50%",70.5029,2.46420000000001
"Frequency Meeting Dry Year Fish Targets Shasta",59.9069,"% of Days","Ecological Resources","WW","CMIP3",2030,"Reduce ET 50%",56.8769,3.03
"Mean Annual Water Delivery to LKNWR",20.7353,"KAF","Ecological Resources","WW","CMIP3",2030,"Reduce ET 50%",24.6143,-3.879
"Mean Annual Hydropower Generated (MW)",27762.8102,"MW","Hydropower","WW","CMIP3",2030,"Reduce ET 50%",26741.1142,1021.696
"Boyle Mean Spill Volume per Year",316.6878,"KAF","Hydropower","WW","CMIP3",2030,"Reduce ET 50%",163.0602,153.6276
"Copco1 Mean Spill Volume per Year",344.6712,"KAF","Hydropower","WW","CMIP3",2030,"Reduce ET 50%",186.3791,158.2921
"Iron Gate Mean Spill Volume per Year",714.794,"KAF","Hydropower","WW","CMIP3",2030,"Reduce ET 50%",533.8601,180.9339
"Boyle Mean Spill Days per Year",195.7667,"days","Hydropower","WW","CMIP3",2030,"Reduce ET 50%",105.9,89.8667
"Copco1 Mean Spill Days per Year",57.6333,"days","Hydropower","WW","CMIP3",2030,"Reduce ET 50%",42.8,14.8333
"Iron Gate Mean Spill Days per Year",156.4667,"days","Hydropower","WW","CMIP3",2030,"Reduce ET 50%",170.3333,-13.8666
"Freq of UKL Flood Control Release",44.6473,"Percent of Days","Flood Control","WW","CMIP3",2030,"Reduce ET 50%",44.1179,0.529400000000003
"Mean Ann UKL Flood Control Release Volume",318.1406,"KAF","Flood Control","WW","CMIP3",2030,"Reduce ET 50%",224.4786,93.662
"KenoReach Mean Ann Fishing Days",228.5333,"days","Recreation Fishing","WW","CMIP3",2030,"Reduce ET 50%",247.6667,-19.1334
"BoyleReach Mean Ann Fishing Days",124.0333,"days","Recreation Fishing","WW","CMIP3",2030,"Reduce ET 50%",154.9,-30.8667
"HellsCornerReach Mean Ann Fishing Days",235.5333,"days","Recreation Fishing","WW","CMIP3",2030,"Reduce ET 50%",220.4333,15.1
"IGScottReach Mean Ann Fishing Days",268.7333,"days","Recreation Fishing","WW","CMIP3",2030,"Reduce ET 50%",274.7333,-6
"ScottSalmonReach Mean Ann Fishing Days",173.5667,"days","Recreation Fishing","WW","CMIP3",2030,"Reduce ET 50%",183.9667,-10.4
"SalmonTrinityReach Mean Ann Fishing Days",199.3333,"days","Recreation Fishing","WW","CMIP3",2030,"Reduce ET 50%",213.9333,-14.6
"TrinityOceanReach Mean Ann Fishing Days",232.9,"days","Recreation Fishing","WW","CMIP3",2030,"Reduce ET 50%",252.9333,-20.0333
"KenoReach Mean Ann Boating Days",205.1667,"days","Recreation Boating","WW","CMIP3",2030,"Reduce ET 50%",171.8,33.3667
"BoyleReach Mean Ann Boating Days",69.5333,"days","Recreation Boating","WW","CMIP3",2030,"Reduce ET 50%",59,10.5333
"HellsCornerReach Mean Ann Boating Days",224.8333,"days","Recreation Boating","WW","CMIP3",2030,"Reduce ET 50%",256,-31.1667
"IGScottReach Mean Ann Boating Days",268.7333,"days","Recreation Boating","WW","CMIP3",2030,"Reduce ET 50%",274.7333,-6
"ScottSalmonReach Mean Ann Boating Days",231.7333,"days","Recreation Boating","WW","CMIP3",2030,"Reduce ET 50%",249.2333,-17.5
"SalmonTrinityReach Mean Ann Boating Days",199.3333,"days","Recreation Boating","WW","CMIP3",2030,"Reduce ET 50%",213.9333,-14.6
"TrinityOceanReach Mean Ann Boating Days",232.9,"days","Recreation Boating","WW","CMIP3",2030,"Reduce ET 50%",252.9333,-20.0333
"Mean Project Supply (Apr-Sep)",369.9482,"KAF","Water Delivery","WW","CMIP3",2030,"Reduce ET 50%",361.3104,8.63779999999997
"Mean Annual UKL Stg and Inflow",1483.3862,"KAF","Water Delivery","WW","CMIP3",2030,"Reduce ET 50%",1377.9978,105.3884
"Mean Annual Shasta Flow",217.8609,"cfs","Water Delivery","WW","CMIP3",2030,"Reduce ET 50%",187.6871,30.1738
"Mean Annual Scott Flow",844.0362,"cfs","Water Delivery","WW","CMIP3",2030,"Reduce ET 50%",668.7854,175.2508
"Mean Annual MWAT",78.4486,"degF","Water Quality","WW","CMIP3",2030,"Reduce ET 50%",75.7443,2.7043
"Mean exceedence of MWAT - Poor",14.7686,"degF","Water Quality","WW","CMIP3",2030,"Reduce ET 50%",12.0643,2.7043
"Frequency Meeting Dry Year Fish Targets Scott",73.9801,"% of Days","Ecological Resources","WW","CMIP3",2030,"Add 30KAF",70.5029,3.4772
"Frequency Meeting Dry Year Fish Targets Shasta",61.0112,"% of Days","Ecological Resources","WW","CMIP3",2030,"Add 30KAF",56.8769,4.1343
"Mean Annual Water Delivery to LKNWR",18.0264,"KAF","Ecological Resources","WW","CMIP3",2030,"Add 30KAF",24.6143,-6.5879
"Mean Annual Hydropower Generated (MW)",28164.3016,"MW","Hydropower","WW","CMIP3",2030,"Add 30KAF",26741.1142,1423.1874
"Boyle Mean Spill Volume per Year",323.6345,"KAF","Hydropower","WW","CMIP3",2030,"Add 30KAF",163.0602,160.5743
"Copco1 Mean Spill Volume per Year",352.7075,"KAF","Hydropower","WW","CMIP3",2030,"Add 30KAF",186.3791,166.3284
"Iron Gate Mean Spill Volume per Year",733.1502,"KAF","Hydropower","WW","CMIP3",2030,"Add 30KAF",533.8601,199.2901
"Boyle Mean Spill Days per Year",196.2667,"days","Hydropower","WW","CMIP3",2030,"Add 30KAF",105.9,90.3667
"Copco1 Mean Spill Days per Year",58.9,"days","Hydropower","WW","CMIP3",2030,"Add 30KAF",42.8,16.1
"Iron Gate Mean Spill Days per Year",161.2333,"days","Hydropower","WW","CMIP3",2030,"Add 30KAF",170.3333,-9.09999999999999
"Freq of UKL Flood Control Release",46.6369,"Percent of Days","Flood Control","WW","CMIP3",2030,"Add 30KAF",44.1179,2.519
"Mean Ann UKL Flood Control Release Volume",327.2522,"KAF","Flood Control","WW","CMIP3",2030,"Add 30KAF",224.4786,102.7736
"KenoReach Mean Ann Fishing Days",223.1667,"days","Recreation Fishing","WW","CMIP3",2030,"Add 30KAF",247.6667,-24.5
"BoyleReach Mean Ann Fishing Days",120,"days","Recreation Fishing","WW","CMIP3",2030,"Add 30KAF",154.9,-34.9
"HellsCornerReach Mean Ann Fishing Days",231.6,"days","Recreation Fishing","WW","CMIP3",2030,"Add 30KAF",220.4333,11.1667
"IGScottReach Mean Ann Fishing Days",267.1,"days","Recreation Fishing","WW","CMIP3",2030,"Add 30KAF",274.7333,-7.63329999999996
"ScottSalmonReach Mean Ann Fishing Days",173.5667,"days","Recreation Fishing","WW","CMIP3",2030,"Add 30KAF",183.9667,-10.4
"SalmonTrinityReach Mean Ann Fishing Days",199.3,"days","Recreation Fishing","WW","CMIP3",2030,"Add 30KAF",213.9333,-14.6333
"TrinityOceanReach Mean Ann Fishing Days",232.8333,"days","Recreation Fishing","WW","CMIP3",2030,"Add 30KAF",252.9333,-20.1
"KenoReach Mean Ann Boating Days",208.0333,"days","Recreation Boating","WW","CMIP3",2030,"Add 30KAF",171.8,36.2333
"BoyleReach Mean Ann Boating Days",67.4667,"days","Recreation Boating","WW","CMIP3",2030,"Add 30KAF",59,8.4667
"HellsCornerReach Mean Ann Boating Days",230.9667,"days","Recreation Boating","WW","CMIP3",2030,"Add 30KAF",256,-25.0333
"IGScottReach Mean Ann Boating Days",267.1,"days","Recreation Boating","WW","CMIP3",2030,"Add 30KAF",274.7333,-7.63329999999996
"ScottSalmonReach Mean Ann Boating Days",231.2333,"days","Recreation Boating","WW","CMIP3",2030,"Add 30KAF",249.2333,-18
"SalmonTrinityReach Mean Ann Boating Days",199.3,"days","Recreation Boating","WW","CMIP3",2030,"Add 30KAF",213.9333,-14.6333
"TrinityOceanReach Mean Ann Boating Days",232.8333,"days","Recreation Boating","WW","CMIP3",2030,"Add 30KAF",252.9333,-20.1
"Mean Project Supply (Apr-Sep)",371.7721,"KAF","Water Delivery","WW","CMIP3",2030,"Add 30KAF",361.3104,10.4617
"Mean Annual UKL Stg and Inflow",1498.1395,"KAF","Water Delivery","WW","CMIP3",2030,"Add 30KAF",1377.9978,120.1417
"Mean Annual Shasta Flow",217.7961,"cfs","Water Delivery","WW","CMIP3",2030,"Add 30KAF",187.6871,30.109
"Mean Annual Scott Flow",842.3987,"cfs","Water Delivery","WW","CMIP3",2030,"Add 30KAF",668.7854,173.6133
"Mean Annual MWAT",78.4571,"degF","Water Quality","WW","CMIP3",2030,"Add 30KAF",75.7443,2.7128
"Mean exceedence of MWAT - Poor",14.7771,"degF","Water Quality","WW","CMIP3",2030,"Add 30KAF",12.0643,2.7128
"Frequency Meeting Dry Year Fish Targets Scott",73.323,"% of Days","Ecological Resources","WW","CMIP3",2070,"Baseline",70.5029,2.8201
"Frequency Meeting Dry Year Fish Targets Shasta",62.9734,"% of Days","Ecological Resources","WW","CMIP3",2070,"Baseline",56.8769,6.0965
"Mean Annual Water Delivery to LKNWR",14.656,"KAF","Ecological Resources","WW","CMIP3",2070,"Baseline",24.6143,-9.9583
"Mean Annual Hydropower Generated (MW)",27828.3906,"MW","Hydropower","WW","CMIP3",2070,"Baseline",26741.1142,1087.2764
"Boyle Mean Spill Volume per Year",493.4879,"KAF","Hydropower","WW","CMIP3",2070,"Baseline",163.0602,330.4277
